season,year,month,hour,holiday,weekday,workingday,weather,temp,humidity,windspeed,count
1,0,1,21,0,3,1,1,0.2,0.51,0.19399999999999998,3.7612001156935624
1,0,1,22,0,3,1,1,0.18,0.55,0.1343,3.7376696182833684
1,0,1,23,0,3,1,1,0.2,0.47,0.0,2.9444389791664403
1,0,1,0,0,4,1,1,0.18,0.55,0.0,2.3978952727983707
1,0,1,1,0,4,1,1,0.16,0.64,0.0,1.3862943611198906
1,0,1,2,0,4,1,1,0.16,0.64,0.0,0.6931471805599453
1,0,1,4,0,4,1,2,0.16,0.64,0.0896,0.0
1,0,1,5,0,4,1,2,0.14,0.69,0.0896,1.3862943611198906
1,0,1,6,0,4,1,2,0.14,0.63,0.1045,3.58351893845611
1,0,1,7,0,4,1,2,0.16,0.59,0.0,4.553876891600541
1,0,1,8,0,4,1,1,0.16,0.59,0.0,5.389071729816501
1,0,1,9,0,4,1,2,0.18,0.51,0.0,4.804021044733257
1,0,1,10,0,4,1,1,0.2,0.47,0.0,3.8066624897703196
1,0,1,11,0,4,1,1,0.22,0.44,0.0896,4.07753744390572
1,0,1,12,0,4,1,1,0.26,0.35,0.0,4.430816798843313
1,0,1,13,0,4,1,1,0.26,0.35,0.1045,4.204692619390966
1,0,1,14,0,4,1,1,0.28,0.36,0.1642,4.248495242049359
1,0,1,15,0,4,1,1,0.28,0.36,0.0,4.127134385045092
1,0,1,16,0,4,1,1,0.26,0.38,0.1642,4.454347296253507
1,0,1,17,0,4,1,1,0.22,0.51,0.1642,5.147494476813453
1,0,1,18,0,4,1,1,0.22,0.51,0.1343,5.093750200806762
1,0,1,19,0,4,1,1,0.22,0.55,0.0896,4.718498871295094
1,0,1,20,0,4,1,1,0.2,0.51,0.1642,4.23410650459726
1,0,1,21,0,4,1,2,0.22,0.55,0.2239,3.871201010907891
1,0,1,22,0,4,1,2,0.22,0.51,0.2836,3.9512437185814275
1,0,1,23,0,4,1,2,0.2,0.59,0.19399999999999998,3.1354942159291497
1,0,1,0,0,5,1,2,0.2,0.64,0.19399999999999998,2.833213344056216
1,0,1,1,0,5,1,2,0.2,0.69,0.2239,1.9459101490553132
1,0,1,2,0,5,1,2,0.2,0.69,0.2239,0.0
1,0,1,4,0,5,1,2,0.2,0.69,0.1343,0.0
1,0,1,5,0,5,1,3,0.22,0.55,0.0,1.6094379124341003
1,0,1,6,0,5,1,2,0.2,0.69,0.0,3.5263605246161616
1,0,1,7,0,5,1,1,0.2,0.69,0.1343,4.430816798843313
1,0,1,8,0,5,1,1,0.2,0.51,0.2537,5.3471075307174685
1,0,1,9,0,5,1,1,0.2,0.47,0.2985,4.897839799950911
1,0,1,10,0,5,1,1,0.22,0.37,0.3284,4.143134726391533
1,0,1,11,0,5,1,2,0.2,0.4,0.2239,4.204692619390966
1,0,1,12,0,5,1,2,0.2,0.37,0.2537,4.07753744390572
1,0,1,13,0,5,1,2,0.2,0.37,0.2836,4.290459441148391
1,0,1,14,0,5,1,2,0.2,0.4,0.2537,3.912023005428146
1,0,1,15,0,5,1,2,0.2,0.37,0.1642,4.276666119016055
1,0,1,16,0,5,1,2,0.2,0.37,0.1642,4.465908118654584
1,0,1,17,0,5,1,2,0.2,0.37,0.0,5.231108616854587
1,0,1,18,0,5,1,1,0.2,0.4,0.0896,4.812184355372417
1,0,1,19,0,5,1,1,0.16,0.55,0.0896,4.553876891600541
1,0,1,20,0,5,1,1,0.18,0.47,0.1045,3.9318256327243257
1,0,1,21,0,5,1,1,0.18,0.47,0.1343,3.6635616461296463
1,0,1,22,0,5,1,2,0.18,0.43,0.1642,3.58351893845611
1,0,1,23,0,5,1,2,0.18,0.51,0.1642,2.70805020110221
1,0,1,0,0,6,0,2,0.18,0.51,0.1642,3.2188758248682006
1,0,1,1,0,6,0,2,0.18,0.55,0.0896,2.772588722239781
1,0,1,2,0,6,0,2,0.18,0.55,0.0,2.772588722239781
1,0,1,3,0,6,0,3,0.18,0.55,0.1642,1.9459101490553132
1,0,1,4,0,6,0,3,0.18,0.55,0.1642,0.0
1,0,1,5,0,6,0,2,0.16,0.74,0.1642,1.6094379124341003
1,0,1,6,0,6,0,2,0.16,0.74,0.1642,0.6931471805599453
1,0,1,7,0,6,0,2,0.16,0.74,0.1045,2.1972245773362196
1,0,1,8,0,6,0,3,0.16,0.93,0.1045,2.70805020110221
1,0,1,9,0,6,0,3,0.16,0.93,0.1045,2.995732273553991
1,0,1,10,0,6,0,2,0.18,0.8,0.1642,4.110873864173311
1,0,1,11,0,6,0,2,0.2,0.69,0.3881,4.127134385045092
1,0,1,12,0,6,0,2,0.2,0.59,0.3582,4.584967478670572
1,0,1,13,0,6,0,1,0.2,0.44,0.3284,4.624972813284271
1,0,1,14,0,6,0,1,0.2,0.32,0.4925,4.553876891600541
1,0,1,15,0,6,0,1,0.2,0.32,0.4478,4.30406509320417
1,0,1,16,0,6,0,1,0.18,0.29,0.4478,4.330733340286331
1,0,1,17,0,6,0,1,0.16,0.37,0.5522,4.23410650459726
1,0,1,18,0,6,0,1,0.14,0.39,0.2985,4.007333185232471
1,0,1,19,0,6,0,1,0.14,0.36,0.2537,3.4011973816621555
1,0,1,20,0,6,0,1,0.12,0.36,0.2537,3.332204510175204
1,0,1,21,0,6,0,1,0.12,0.39,0.3582,3.6109179126442243
1,0,1,22,0,6,0,1,0.12,0.36,0.3881,3.5263605246161616
1,0,1,23,0,6,0,1,0.1,0.39,0.4478,3.091042453358316
1,0,1,0,0,0,0,1,0.1,0.42,0.3881,3.2188758248682006
1,0,1,1,0,0,0,1,0.1,0.42,0.4627,2.4849066497880004
1,0,1,2,0,0,0,1,0.1,0.46,0.4627,2.3978952727983707
1,0,1,3,0,0,0,1,0.1,0.46,0.4179,1.3862943611198906
1,0,1,4,0,0,0,1,0.08,0.53,0.19399999999999998,0.0
1,0,1,5,0,0,0,1,0.08,0.53,0.19399999999999998,0.0
1,0,1,6,0,0,0,1,0.1,0.49,0.2836,0.0
1,0,1,7,0,0,0,1,0.08,0.53,0.19399999999999998,1.791759469228055
1,0,1,8,0,0,0,1,0.1,0.49,0.2836,2.302585092994046
1,0,1,9,0,0,0,1,0.12,0.46,0.5224,2.9444389791664403
1,0,1,10,0,0,0,1,0.14,0.43,0.3881,3.8918202981106265
1,0,1,11,0,0,0,1,0.16,0.4,0.5224,3.8918202981106265
1,0,1,12,0,0,0,1,0.18,0.37,0.4478,4.418840607796598
1,0,1,13,0,0,0,1,0.2,0.34,0.4478,4.31748811353631
1,0,1,14,0,0,0,1,0.22,0.32,0.4627,4.276666119016055
1,0,1,15,0,0,0,1,0.22,0.35,0.3582,4.406719247264253
1,0,1,16,0,0,0,1,0.2,0.34,0.4478,4.5217885770490405
1,0,1,17,0,0,0,1,0.18,0.37,0.3881,4.127134385045092
1,0,1,18,0,0,0,1,0.16,0.4,0.3284,3.871201010907891
1,0,1,19,0,0,0,1,0.16,0.43,0.3284,3.713572066704308
1,0,1,20,0,0,0,1,0.14,0.46,0.2537,3.6375861597263857
1,0,1,21,0,0,0,1,0.14,0.46,0.4179,2.995732273553991
1,0,1,22,0,0,0,1,0.14,0.46,0.2985,2.70805020110221
1,0,1,23,0,0,0,1,0.12,0.5,0.19399999999999998,1.791759469228055
1,0,1,0,0,1,1,1,0.12,0.5,0.2836,1.6094379124341003
1,0,1,1,0,1,1,1,0.12,0.5,0.2836,0.0
1,0,1,2,0,1,1,1,0.12,0.5,0.2239,1.0986122886681098
1,0,1,3,0,1,1,1,0.12,0.5,0.2239,0.0
1,0,1,4,0,1,1,1,0.1,0.54,0.1343,1.0986122886681098
1,0,1,5,0,1,1,1,0.1,0.54,0.2537,1.0986122886681098
1,0,1,6,0,1,1,1,0.12,0.5,0.2836,3.4339872044851463
1,0,1,7,0,1,1,1,0.12,0.5,0.2239,4.343805421853684
1,0,1,8,0,1,1,2,0.12,0.5,0.2836,5.236441962829949
1,0,1,9,0,1,1,2,0.14,0.5,0.2537,4.543294782270004
1,0,1,10,0,1,1,2,0.14,0.5,0.2985,3.4339872044851463
1,0,1,11,0,1,1,2,0.16,0.47,0.2836,3.4011973816621555
1,0,1,12,0,1,1,2,0.2,0.4,0.2836,3.9512437185814275
1,0,1,13,0,1,1,2,0.2,0.4,0.2836,3.9889840465642745
1,0,1,14,0,1,1,2,0.2,0.4,0.2239,3.8501476017100584
1,0,1,15,0,1,1,2,0.2,0.4,0.2239,3.8066624897703196
1,0,1,16,0,1,1,1,0.2,0.4,0.1343,4.30406509320417
1,0,1,17,0,1,1,1,0.2,0.4,0.1045,5.181783550292085
1,0,1,18,0,1,1,1,0.2,0.4,0.2239,5.043425116919247
1,0,1,19,0,1,1,1,0.16,0.47,0.1642,4.553876891600541
1,0,1,20,0,1,1,1,0.16,0.5,0.1642,4.30406509320417
1,0,1,21,0,1,1,1,0.14,0.59,0.19399999999999998,3.6375861597263857
1,0,1,22,0,1,1,1,0.14,0.59,0.1642,3.1780538303479458
1,0,1,23,0,1,1,1,0.14,0.59,0.1642,2.8903717578961645
1,0,1,0,0,2,1,1,0.14,0.59,0.1045,2.4849066497880004
1,0,1,1,0,2,1,1,0.14,0.59,0.1642,1.0986122886681098
1,0,1,2,0,2,1,2,0.16,0.55,0.19399999999999998,1.0986122886681098
1,0,1,5,0,2,1,2,0.16,0.55,0.1343,1.791759469228055
1,0,1,6,0,2,1,2,0.16,0.55,0.1343,3.295836866004329
1,0,1,7,0,2,1,2,0.16,0.55,0.0,4.59511985013459
1,0,1,8,0,2,1,2,0.18,0.51,0.0896,5.37989735354046
1,0,1,9,0,2,1,2,0.18,0.51,0.1642,4.867534450455582
1,0,1,10,0,2,1,2,0.2,0.51,0.1642,3.9889840465642745
1,0,1,11,0,2,1,2,0.2,0.47,0.1343,3.5553480614894135
1,0,1,12,0,2,1,2,0.2,0.51,0.1045,4.04305126783455
1,0,1,13,0,2,1,2,0.2,0.59,0.0896,3.9512437185814275
1,0,1,14,0,2,1,2,0.2,0.59,0.0896,4.143134726391533
1,0,1,15,0,2,1,2,0.16,0.8,0.0896,3.8501476017100584
1,0,1,16,0,2,1,2,0.16,0.86,0.2239,4.330733340286331
1,0,1,17,0,2,1,2,0.16,0.86,0.2239,4.912654885736052
1,0,1,18,0,2,1,3,0.16,0.93,0.1045,4.553876891600541
1,0,1,19,0,2,1,3,0.16,0.93,0.0,3.9318256327243257
1,0,1,20,0,2,1,3,0.16,0.93,0.19399999999999998,3.4657359027997265
1,0,1,21,0,2,1,3,0.16,0.86,0.0896,2.995732273553991
1,0,1,22,0,2,1,3,0.16,0.93,0.1045,3.367295829986474
1,0,1,23,0,2,1,3,0.16,0.93,0.0896,2.9444389791664403
1,0,1,0,0,3,1,2,0.16,0.86,0.0896,1.9459101490553132
1,0,1,1,0,3,1,2,0.16,0.86,0.1045,1.791759469228055
1,0,1,2,0,3,1,1,0.14,0.86,0.1343,0.0
1,0,1,5,0,3,1,1,0.14,0.86,0.1642,1.6094379124341003
1,0,1,6,0,3,1,1,0.12,0.93,0.1343,2.772588722239781
1,0,1,7,0,3,1,1,0.14,0.69,0.1343,3.9889840465642745
1,0,1,8,0,3,1,1,0.16,0.59,0.1642,4.852030263919617
1,0,1,9,0,3,1,1,0.16,0.59,0.3284,4.394449154672439
1,0,1,10,0,3,1,1,0.18,0.55,0.2239,3.6635616461296463
1,0,1,11,0,3,1,1,0.2,0.51,0.3881,3.5553480614894135
1,0,1,12,0,3,1,1,0.2,0.47,0.5821,4.007333185232471
1,0,1,13,0,3,1,1,0.22,0.44,0.3582,3.8918202981106265
1,0,1,14,0,3,1,1,0.2,0.47,0.3284,3.784189633918261
1,0,1,15,0,3,1,1,0.2,0.47,0.4179,3.8918202981106265
1,0,1,16,0,3,1,1,0.22,0.44,0.3284,4.219507705176107
1,0,1,17,0,3,1,1,0.2,0.47,0.3582,4.9344739331306915
1,0,1,18,0,3,1,1,0.2,0.47,0.5224,4.919980925828125
1,0,1,19,0,3,1,1,0.18,0.47,0.4179,4.418840607796598
1,0,1,20,0,3,1,1,0.16,0.5,0.3284,4.02535169073515
1,0,1,21,0,3,1,1,0.16,0.55,0.3284,4.04305126783455
1,0,1,22,0,3,1,1,0.16,0.55,0.4478,3.4965075614664802
1,0,1,23,0,3,1,1,0.14,0.59,0.4179,2.995732273553991
1,0,1,0,0,4,1,1,0.14,0.59,0.2836,1.9459101490553132
1,0,1,1,0,4,1,1,0.14,0.5,0.2836,0.6931471805599453
1,0,1,2,0,4,1,1,0.14,0.5,0.3582,0.6931471805599453
1,0,1,3,0,4,1,1,0.14,0.5,0.3284,1.0986122886681098
1,0,1,4,0,4,1,1,0.14,0.5,0.2537,1.3862943611198906
1,0,1,5,0,4,1,1,0.14,0.5,0.2985,1.0986122886681098
1,0,1,6,0,4,1,1,0.12,0.54,0.1343,3.332204510175204
1,0,1,7,0,4,1,1,0.12,0.54,0.1343,4.276666119016055
1,0,1,8,0,4,1,1,0.14,0.5,0.19399999999999998,5.308267697401205
1,0,1,9,0,4,1,1,0.14,0.5,0.3284,4.9344739331306915
1,0,1,10,0,4,1,2,0.16,0.5,0.3582,3.6375861597263857
1,0,1,11,0,4,1,2,0.2,0.44,0.4478,3.6109179126442243
1,0,1,12,0,4,1,1,0.2,0.44,0.4179,3.9512437185814275
1,0,1,13,0,4,1,1,0.22,0.41,0.4478,4.418840607796598
1,0,1,14,0,4,1,1,0.22,0.41,0.3881,3.7376696182833684
1,0,1,15,0,4,1,1,0.24,0.38,0.2985,4.0943445622221
1,0,1,16,0,4,1,1,0.24,0.38,0.3582,4.356708826689592
1,0,1,17,0,4,1,1,0.2,0.4,0.2836,5.087596335232384
1,0,1,18,0,4,1,1,0.2,0.4,0.3284,4.969813299576001
1,0,1,19,0,4,1,1,0.16,0.47,0.2537,4.59511985013459
1,0,1,20,0,4,1,1,0.16,0.47,0.2239,4.1588830833596715
1,0,1,21,0,4,1,1,0.14,0.46,0.2985,3.6888794541139363
1,0,1,22,0,4,1,1,0.14,0.46,0.3284,3.4011973816621555
1,0,1,23,0,4,1,1,0.12,0.5,0.19399999999999998,2.70805020110221
1,0,1,0,0,5,1,1,0.12,0.5,0.19399999999999998,2.6390573296152584
1,0,1,1,0,5,1,1,0.1,0.54,0.1642,1.6094379124341003
1,0,1,2,0,5,1,1,0.1,0.54,0.1343,0.0
1,0,1,3,0,5,1,1,0.1,0.54,0.1045,0.0
1,0,1,5,0,5,1,1,0.1,0.54,0.0896,2.0794415416798357
1,0,1,6,0,5,1,1,0.1,0.54,0.0,2.833213344056216
1,0,1,7,0,5,1,1,0.1,0.74,0.1642,4.248495242049359
1,0,1,8,0,5,1,1,0.12,0.68,0.0,5.062595033026967
1,0,1,9,0,5,1,1,0.14,0.69,0.1343,4.762173934797756
1,0,1,10,0,5,1,1,0.18,0.55,0.19399999999999998,3.784189633918261
1,0,1,11,0,5,1,1,0.18,0.51,0.2836,3.970291913552122
1,0,1,12,0,5,1,1,0.2,0.44,0.2537,4.110873864173311
1,0,1,13,0,5,1,1,0.22,0.37,0.3881,4.343805421853684
1,0,1,14,0,5,1,1,0.22,0.41,0.2836,4.1588830833596715
1,0,1,15,0,5,1,1,0.24,0.38,0.1642,4.219507705176107
1,0,1,16,0,5,1,1,0.22,0.41,0.1045,4.499809670330265
1,0,1,17,0,5,1,1,0.22,0.41,0.1642,5.0689042022202315
1,0,1,18,0,5,1,1,0.2,0.47,0.0,4.9344739331306915
1,0,1,19,0,5,1,1,0.16,0.59,0.0896,4.5217885770490405
1,0,1,20,0,5,1,1,0.18,0.59,0.0,4.219507705176107
1,0,1,21,0,5,1,1,0.16,0.69,0.0,3.9512437185814275
1,0,1,22,0,5,1,2,0.16,0.69,0.0,3.58351893845611
1,0,1,23,0,5,1,2,0.18,0.55,0.0,3.295836866004329
1,0,1,0,0,6,0,1,0.18,0.55,0.0,3.332204510175204
1,0,1,1,0,6,0,2,0.16,0.59,0.0896,2.995732273553991
1,0,1,2,0,6,0,2,0.16,0.59,0.0896,2.4849066497880004
1,0,1,3,0,6,0,2,0.16,0.59,0.0,2.0794415416798357
1,0,1,4,0,6,0,2,0.16,0.59,0.0,1.6094379124341003
1,0,1,5,0,6,0,1,0.16,0.59,0.0,0.0
1,0,1,6,0,6,0,1,0.14,0.63,0.1045,1.0986122886681098
1,0,1,7,0,6,0,1,0.14,0.63,0.0,2.302585092994046
1,0,1,8,0,6,0,1,0.14,0.63,0.1343,3.1354942159291497
1,0,1,9,0,6,0,1,0.16,0.64,0.1343,3.4965075614664802
1,0,1,10,0,6,0,1,0.18,0.59,0.1642,4.07753744390572
1,0,1,11,0,6,0,1,0.2,0.55,0.2239,4.276666119016055
1,0,1,12,0,6,0,1,0.24,0.48,0.2239,4.48863636973214
1,0,1,13,0,6,0,1,0.28,0.38,0.2985,4.61512051684126
1,0,1,14,0,6,0,1,0.3,0.39,0.2836,4.770684624465665
1,0,1,15,0,6,0,2,0.32,0.36,0.19399999999999998,4.859812404361672
1,0,1,16,0,6,0,2,0.34,0.34,0.19399999999999998,4.852030263919617
1,0,1,17,0,6,0,2,0.32,0.36,0.2836,4.418840607796598
1,0,1,18,0,6,0,2,0.3,0.45,0.2537,4.430816798843313
1,0,1,19,0,6,0,2,0.32,0.39,0.2537,4.30406509320417
1,0,1,20,0,6,0,2,0.32,0.39,0.2537,3.713572066704308
1,0,1,21,0,6,0,2,0.32,0.39,0.2239,4.04305126783455
1,0,1,22,0,6,0,2,0.3,0.42,0.1045,3.258096538021482
1,0,1,23,0,6,0,1,0.3,0.45,0.2836,3.784189633918261
1,0,1,0,0,0,0,1,0.26,0.56,0.0,3.6635616461296463
1,0,1,1,0,0,0,1,0.26,0.56,0.1343,3.1354942159291497
1,0,1,2,0,0,0,1,0.26,0.56,0.0896,2.772588722239781
1,0,1,3,0,0,0,1,0.22,0.69,0.0,2.70805020110221
1,0,1,4,0,0,0,1,0.26,0.56,0.1642,0.0
1,0,1,5,0,0,0,2,0.26,0.56,0.1642,0.6931471805599453
1,0,1,6,0,0,0,2,0.26,0.56,0.1642,0.0
1,0,1,7,0,0,0,2,0.24,0.56,0.2985,1.0986122886681098
1,0,1,8,0,0,0,1,0.22,0.55,0.2836,2.8903717578961645
1,0,1,9,0,0,0,1,0.22,0.51,0.2537,3.4657359027997265
1,0,1,10,0,0,0,1,0.22,0.51,0.2836,4.3694478524670215
1,0,1,11,0,0,0,1,0.24,0.44,0.2537,4.532599493153256
1,0,1,12,0,0,0,1,0.24,0.41,0.2836,4.6443908991413725
1,0,1,13,0,0,0,1,0.26,0.35,0.2985,4.770684624465665
1,0,1,14,0,0,0,1,0.28,0.36,0.2537,4.51085950651685
1,0,1,15,0,0,0,1,0.26,0.38,0.2537,4.727387818712341
1,0,1,16,0,0,0,1,0.24,0.38,0.2239,4.59511985013459
1,0,1,17,0,0,0,1,0.22,0.37,0.2537,4.653960350157523
1,0,1,18,0,0,0,1,0.2,0.4,0.1642,4.204692619390966
1,0,1,19,0,0,0,1,0.18,0.47,0.1343,4.110873864173311
1,0,1,20,0,0,0,1,0.18,0.47,0.1642,4.04305126783455
1,0,1,21,0,0,0,1,0.18,0.51,0.1642,3.332204510175204
1,0,1,22,0,0,0,2,0.2,0.49,0.1343,3.044522437723423
1,0,1,23,0,0,0,2,0.2,0.4,0.1045,2.8903717578961645
